sortNumber;code;officialTitle;mediumTitle;shortTitle;note
1682;SK0328526002;Muranska Huta;Muranska Huta;Muranska Huta;526002
1683;SK0328526011;Muranska Lehota;Muranska Lehota;Muranska Lehota;526011
1684;SK0328526029;Muranska Zdychava;Muranska Zdychava;Muranska Zdychava;526029
1685;SK0328526037;Nandraz;Nandraz;Nandraz;526037
1686;SK0328526100;Prihradzany;Prihradzany;Prihradzany;526100
1687;SK0328526118;Rakos;Rakos;Rakos;526118
1688;SK0328526142;Revuca;Revuca;Revuca;526142
1689;SK0328526151;Revucka Lehota;Revucka Lehota;Revucka Lehota;526151
1690;SK0328526258;Sirk;Sirk;Sirk;526258
1691;SK0328526304;Sivetice;Sivetice;Sivetice;526304
1692;SK0328526321;Turcok;Turcok;Turcok;526321
1693;SK0328557820;Sasa;Sasa;Sasa;557820
1694;SK0328580384;Mokra Luka;Mokra Luka;Mokra Luka;580384
1695;SK0329514462;Rimavska Sobota;Rimavska Sobota;Rimavska Sobota;514462
1696;SK0329514489;Babinec;Babinec;Babinec;514489
1697;SK0329514501;Barca;Barca;Barca;514501
1698;SK0329514519;Batka;Batka;Batka;514519
1699;SK0329514535;Belin;Belin;Belin;514535
1700;SK0329514543;Blhovce;Blhovce;Blhovce;514543
1701;SK0329514551;Bottovo;Bottovo;Bottovo;514551
1702;SK0329514586;Budikovany;Budikovany;Budikovany;514586
1703;SK0329514594;Cakov;Cakov;Cakov;514594
1704;SK0329514608;Cerencany;Cerencany;Cerencany;514608
1705;SK0329514616;Cierny Potok;Cierny Potok;Cierny Potok;514616
1706;SK0329514624;Ciz;Ciz;Ciz;514624
1707;SK0329514632;Dolne Zahorany;Dolne Zahorany;Dolne Zahorany;514632
1708;SK0329514641;Drazice;Drazice;Drazice;514641
1709;SK0329514659;Driencany;Driencany;Driencany;514659
1710;SK0329514667;Drna;Drna;Drna;514667
1711;SK0329514683;Dubno;Dubno;Dubno;514683
1712;SK0329514691;Dubovec;Dubovec;Dubovec;514691
1713;SK0329514713;Figa;Figa;Figa;514713
1714;SK0329514730;Gemercek;Gemercek;Gemercek;514730
1715;SK0329514764;Gemerske Dechtare;Gemerske Dechtare;Gemerske Dechtare;514764
1716;SK0329514781;Gemersky Jablonec;Gemersky Jablonec;Gemersky Jablonec;514781
1717;SK0329514799;Gortva;Gortva;Gortva;514799
1718;SK0329514811;Hajnacka;Hajnacka;Hajnacka;514811
1719;SK0329514829;Hnusta;Hnusta;Hnusta;514829
1720;SK0329514837;Hodejov;Hodejov;Hodejov;514837
1721;SK0329514845;Hodejovec;Hodejovec;Hodejovec;514845
1722;SK0329514853;Horne Zahorany;Horne Zahorany;Horne Zahorany;514853
1723;SK0329514861;Hostice;Hostice;Hostice;514861
1724;SK0329514870;Hostisovce;Hostisovce;Hostisovce;514870
1725;SK0329514888;Hrachovo;Hrachovo;Hrachovo;514888
1726;SK0329514926;Hrusovo;Hrusovo;Hrusovo;514926
1727;SK0329514934;Hubovo;Hubovo;Hubovo;514934
1728;SK0329514942;Husina;Husina;Husina;514942
1729;SK0329514951;Chanava;Chanava;Chanava;514951
1730;SK0329514969;Chramec;Chramec;Chramec;514969
1731;SK0329514985;Ivanice;Ivanice;Ivanice;514985
1732;SK0329514993;Janice;Janice;Janice;514993
1733;SK0329515001;Jesenske;Jesenske;Jesenske;515001
1734;SK0329515019;Jestice;Jestice;Jestice;515019
1735;SK0329515027;Kalosa;Kalosa;Kalosa;515027
1736;SK0329515035;Kesovce;Kesovce;Kesovce;515035
1737;SK0329515043;Klenovec;Klenovec;Klenovec;515043
1738;SK0329515051;Kociha;Kociha;Kociha;515051
1739;SK0329515060;Konradovce;Konradovce;Konradovce;515060
1740;SK0329515078;Kral;Kral;Kral;515078
1741;SK0329515086;Kraskovo;Kraskovo;Kraskovo;515086
1742;SK0329515094;Krokava;Krokava;Krokava;515094
1743;SK0329515108;Kruzno;Kruzno;Kruzno;515108
1744;SK0329515116;Kyjatice;Kyjatice;Kyjatice;515116
1745;SK0329515124;Lehota nad Rimavicou;Lehota nad Rimavicou;Lehota nad Rimavicou;515124
1746;SK0329515132;Lenartovce;Lenartovce;Lenartovce;515132
1747;SK0329515141;Lenka;Lenka;Lenka;515141
1748;SK0329515167;Lipovec;Lipovec;Lipovec;515167
1749;SK0329515175;Lukovistia;Lukovistia;Lukovistia;515175
1750;SK0329515183;Martinova;Martinova;Martinova;515183
1751;SK0329515205;Neporadza;Neporadza;Neporadza;515205
1752;SK0329515230;Nova Basta;Nova Basta;Nova Basta;515230
1753;SK0329515248;Oravka;Oravka;Oravka;515248
1754;SK0329515264;Ozdany;Ozdany;Ozdany;515264
1755;SK0329515272;Padarovce;Padarovce;Padarovce;515272
1756;SK0329515281;Pavlovce;Pavlovce;Pavlovce;515281
1757;SK0329515299;Petrovce;Petrovce;Petrovce;515299
1758;SK0329515337;Poproc;Poproc;Poproc;515337
1759;SK0329515345;Potok;Potok;Potok;515345
1760;SK0329515353;Radnovce;Radnovce;Radnovce;515353
1761;SK0329515388;Ratkovska Lehota;Ratkovska Lehota;Ratkovska Lehota;515388
1762;SK0329515396;Ratkovska Sucha;Ratkovska Sucha;Ratkovska Sucha;515396
1763;SK0329515426;Rimavska Bana;Rimavska Bana;Rimavska Bana;515426
1764;SK0329515442;Rimavska Sec;Rimavska Sec;Rimavska Sec;515442
1765;SK0329515451;Rimavske Brezovo;Rimavske Brezovo;Rimavske Brezovo;515451
1766;SK0329515469;Rimavske Janovce;Rimavske Janovce;Rimavske Janovce;515469
1767;SK0329515485;Rovne;Rovne;Rovne;515485
1768;SK0329515493;Rumince;Rumince;Rumince;515493
1769;SK0329515531;Slizke;Slizke;Slizke;515531
1770;SK0329515540;Stara Basta;Stara Basta;Stara Basta;515540
1771;SK0329515566;Stranska;Stranska;Stranska;515566
1772;SK0329515582;Studena;Studena;Studena;515582
1773;SK0329515604;Sutor;Sutor;Sutor;515604
1774;SK0329515621;Simonovce;Simonovce;Simonovce;515621
1775;SK0329515639;Sirkovce;Sirkovce;Sirkovce;515639
1776;SK0329515647;Spanie Pole;Spanie Pole;Spanie Pole;515647
1777;SK0329515655;Strkovec;Strkovec;Strkovec;515655
1778;SK0329515663;Tachty;Tachty;Tachty;515663
1779;SK0329515671;Teply Vrch;Teply Vrch;Teply Vrch;515671
1780;SK0329515680;Tisovec;Tisovec;Tisovec;515680
1781;SK0329515698;Tomasovce;Tomasovce;Tomasovce;515698
1782;SK0329515701;Uzovska Panica;Uzovska Panica;Uzovska Panica;515701
1783;SK0329515710;Vcelince;Vcelince;Vcelince;515710
1784;SK0329515728;Vecelkov;Vecelkov;Vecelkov;515728
1785;SK0329515736;Velke Teriakovce;Velke Teriakovce;Velke Teriakovce;515736
1786;SK0329515744;Velky Blh;Velky Blh;Velky Blh;515744
1787;SK0329515752;Vieska nad Blhom;Vieska nad Blhom;Vieska nad Blhom;515752
1788;SK0329515779;Vlkyna;Vlkyna;Vlkyna;515779
1789;SK0329515795;Valice;Valice;Valice;515795
1790;SK0329515809;Vysny Skalnik;Vysny Skalnik;Vysny Skalnik;515809
1791;SK0329515817;Zador;Zador;Zador;515817
1792;SK0329515841;Zip;Zip;Zip;515841
1793;SK0329557757;Abovce;Abovce;Abovce;557757
1794;SK0329557765;Riecka;Riecka;Riecka;557765
1795;SK0329557790;Nizny Skalnik;Nizny Skalnik;Nizny Skalnik;557790
1796;SK0329557811;Rimavske Zaluzany;Rimavske Zaluzany;Rimavske Zaluzany;557811
1797;SK0329557854;Rakytnik;Rakytnik;Rakytnik;557854
1798;SK0329557889;Gemerske Michalovce;Gemerske Michalovce;Gemerske Michalovce;557889
1799;SK0329557901;Vysne Valice;Vysne Valice;Vysne Valice;557901
1800;SK0329557919;Dulovo;Dulovo;Dulovo;557919
1801;SK0329557927;Zacharovce;Zacharovce;Zacharovce;557927
1802;SK041A526665;Stara Lubovna;Stara Lubovna;Stara Lubovna;526665
1803;SK041A526673;Circ;Circ;Circ;526673
1804;SK041A526681;Durkova;Durkova;Durkova;526681
1805;SK041A526690;Forbasy;Forbasy;Forbasy;526690
1806;SK041A526703;Hajtovka;Hajtovka;Hajtovka;526703
1807;SK041A526711;Haligovce;Haligovce;Haligovce;526711
1808;SK041A526720;Hniezdne;Hniezdne;Hniezdne;526720
1809;SK041A526738;Hranicne;Hranicne;Hranicne;526738
1810;SK041A526746;Hromos;Hromos;Hromos;526746
1811;SK041A526754;Chmelnica;Chmelnica;Chmelnica;526754
1812;SK041A526762;Jakubany;Jakubany;Jakubany;526762
1813;SK041A526771;Jarabina;Jarabina;Jarabina;526771
1814;SK041A526789;Kamienka;Kamienka;Kamienka;526789
1815;SK041A526797;Kolackov;Kolackov;Kolackov;526797
1816;SK041A526801;Kremna;Kremna;Kremna;526801
1817;SK041A526819;Kyjov;Kyjov;Kyjov;526819
1818;SK041A526827;Lackova;Lackova;Lackova;526827
1819;SK041A526835;Legnava;Legnava;Legnava;526835
1820;SK041A526843;Lesnica;Lesnica;Lesnica;526843
1821;SK041A526851;Litmanova;Litmanova;Litmanova;526851
1822;SK041A526860;Lomnicka;Lomnicka;Lomnicka;526860
1823;SK041A526878;Lubotin;Lubotin;Lubotin;526878
1824;SK041A526886;Maly Lipnik;Maly Lipnik;Maly Lipnik;526886
1825;SK041A526894;Matysova;Matysova;Matysova;526894
1826;SK041A526908;Mnisek nad Popradom;Mnisek nad Popradom;Mnisek nad Popradom;526908
1827;SK041A526916;Nizne Ruzbachy;Nizne Ruzbachy;Nizne Ruzbachy;526916
1828;SK041A526924;Nova Lubovna;Nova Lubovna;Nova Lubovna;526924
1829;SK041A526932;Obrucne;Obrucne;Obrucne;526932
1830;SK041A526941;Orlov;Orlov;Orlov;526941
1831;SK041A526959;Plavec;Plavec;Plavec;526959
1832;SK041A526967;Plavnica;Plavnica;Plavnica;526967
1833;SK041A526975;Podolinec;Podolinec;Podolinec;526975
1834;SK041A526983;Puste Pole;Puste Pole;Puste Pole;526983
1835;SK041A526991;Ruska Vola nad Popradom;Ruska Vola nad Popradom;Ruska Vola nad Popradom;526991
1836;SK041A527009;Starina;Starina;Starina;527009
1837;SK041A527017;Stranany;Stranany;Stranany;527017
1838;SK041A527025;Sulin;Sulin;Sulin;527025
1839;SK041A527033;Sambron;Sambron;Sambron;527033
1840;SK041A527041;Sarisske Jastrabie;Sarisske Jastrabie;Sarisske Jastrabie;527041
1841;SK041A527050;Udol;Udol;Udol;527050
1842;SK041A527068;Velka Lesna;Velka Lesna;Velka Lesna;527068
1843;SK041A527076;Velky Lipnik;Velky Lipnik;Velky Lipnik;527076
1844;SK041A527084;Vislanka;Vislanka;Vislanka;527084
1845;SK041A527092;Vysne Ruzbachy;Vysne Ruzbachy;Vysne Ruzbachy;527092
1846;SK041B527114;Bana;Bana;Bana;527114
1847;SK041B527157;Breznica;Breznica;Breznica;527157
1848;SK041B527165;Breznicka;Breznicka;Breznicka;527165
1849;SK041B527173;Brusnica;Brusnica;Brusnica;527173
1850;SK041B527181;Bukovce;Bukovce;Bukovce;527181
1851;SK041B527190;Bystra;Bystra;Bystra;527190
1852;SK041B527203;Bzany;Bzany;Bzany;527203
1853;SK041B527262;Duplin;Duplin;Duplin;527262
1854;SK041B527289;Gribov;Gribov;Gribov;527289
1855;SK041B527297;Havaj;Havaj;Havaj;527297
1856;SK041B527335;Chotca;Chotca;Chotca;527335
1857;SK041B527343;Jakusovce;Jakusovce;Jakusovce;527343
1858;SK041B527386;Kolbovce;Kolbovce;Kolbovce;527386
1859;SK041B527408;Korunkova;Korunkova;Korunkova;527408
1860;SK041B527416;Kozuchovce;Kozuchovce;Kozuchovce;527416
1861;SK041B527467;Krislovce;Krislovce;Krislovce;527467
1862;SK041B527475;Krusinec;Krusinec;Krusinec;527475
1863;SK041B527513;Lomne;Lomne;Lomne;527513
1864;SK041B527521;Makovce;Makovce;Makovce;527521
1865;SK041B527530;Mala Polana;Mala Polana;Mala Polana;527530
1866;SK041B527572;Mikova;Mikova;Mikova;527572
1867;SK041B527581;Minovce;Minovce;Minovce;527581
1868;SK041B527611;Mrazovce;Mrazovce;Mrazovce;527611
1869;SK041B527637;Nizna Olsava;Nizna Olsava;Nizna Olsava;527637
1870;SK041B527700;Olsavka;Olsavka;Olsavka;527700
1871;SK041B527718;Potocky;Potocky;Potocky;527718
1872;SK041B527726;Potoky;Potoky;Potoky;527726
1873;SK041B527793;Krucov;Krucov;Krucov;527793
1874;SK041B527815;Solnik;Solnik;Solnik;527815
1875;SK041B527823;Staskovce;Staskovce;Staskovce;527823
1876;SK041B527840;Stropkov;Stropkov;Stropkov;527840
1877;SK041B527866;Sandal;Sandal;Sandal;527866
1878;SK041B527912;Tisinec;Tisinec;Tisinec;527912
1879;SK041B527921;Tokajik;Tokajik;Tokajik;527921
1880;SK041B527939;Turany nad Ondavou;Turany nad Ondavou;Turany nad Ondavou;527939
1881;SK041B527971;Varechovce;Varechovce;Varechovce;527971
1882;SK041B527980;Velkrop;Velkrop;Velkrop;527980
1883;SK041B527998;Vislava;Vislava;Vislava;527998
1884;SK041B528005;Vladica;Vladica;Vladica;528005
1885;SK041B528013;Vojtovce;Vojtovce;Vojtovce;528013
1886;SK041B528021;Vyskovce;Vyskovce;Vyskovce;528021
1887;SK041B528048;Vysna Olsava;Vysna Olsava;Vysna Olsava;528048
1888;SK041B560073;Vysny Hrabovec;Vysny Hrabovec;Vysny Hrabovec;560073
1889;SK041C519197;Giraltovce;Giraltovce;Giraltovce;519197
1890;SK041C519316;Kalniste;Kalniste;Kalniste;519316
1891;SK041C519332;Kobylnice;Kobylnice;Kobylnice;519332
1892;SK041C519391;Kracunovce;Kracunovce;Kracunovce;519391
1893;SK041C519448;Kukova;Kukova;Kukova;519448
1894;SK041C519537;Lucka;Lucka;Lucka;519537
1895;SK041C519561;Luzany pri Topli;Luzany pri Topli;Luzany pri Topli;519561
1896;SK041C519596;Micakovce;Micakovce;Micakovce;519596
1897;SK041C519987;Zeleznik;Zeleznik;Zeleznik;519987
1898;SK041C519995;Zelmanovce;Zelmanovce;Zelmanovce;519995
1899;SK041C527106;Svidnik;Svidnik;Svidnik;527106
1900;SK041C527122;Belejovce;Belejovce;Belejovce;527122
1901;SK041C527131;Benadikovce;Benadikovce;Benadikovce;527131
1902;SK041C527149;Bodruzal;Bodruzal;Bodruzal;527149
1903;SK041C527211;Cernina;Cernina;Cernina;527211
1904;SK041C527220;Cigla;Cigla;Cigla;527220
1905;SK041C527238;Dlhona;Dlhona;Dlhona;527238
1906;SK041C527246;Dobroslava;Dobroslava;Dobroslava;527246
1907;SK041C527254;Dubova;Dubova;Dubova;527254
1908;SK041C527271;Fijas;Fijas;Fijas;527271
1909;SK041C527301;Havranec;Havranec;Havranec;527301
1910;SK041C527319;Hrabovcik;Hrabovcik;Hrabovcik;527319
1911;SK041C527327;Hunkovce;Hunkovce;Hunkovce;527327
1912;SK041C527351;Jurkova Vola;Jurkova Vola;Jurkova Vola;527351
1913;SK041C527360;Kapisova;Kapisova;Kapisova;527360
1914;SK041C527378;Keckovce;Keckovce;Keckovce;527378
1915;SK041C527394;Korejovce;Korejovce;Korejovce;527394
1916;SK041C527424;Krajna Bystra;Krajna Bystra;Krajna Bystra;527424
1917;SK041C527432;Krajna Polana;Krajna Polana;Krajna Polana;527432
1918;SK041C527441;Krajna Porubka;Krajna Porubka;Krajna Porubka;527441
1919;SK041C527459;Krajne Cierno;Krajne Cierno;Krajne Cierno;527459
1920;SK041C527483;Kruzlova;Kruzlova;Kruzlova;527483
1921;SK041C527491;Kurimka;Kurimka;Kurimka;527491
1922;SK041C527505;Ladomirova;Ladomirova;Ladomirova;527505
1923;SK041C527548;Matovce;Matovce;Matovce;527548
1924;SK041C527556;Medvedie;Medvedie;Medvedie;527556
1925;SK041C527564;Mestisko;Mestisko;Mestisko;527564
1926;SK041C527599;Mirola;Mirola;Mirola;527599
1927;SK041C527602;Mlynarovce;Mlynarovce;Mlynarovce;527602
1928;SK041C527629;Nizna Jedlova;Nizna Jedlova;Nizna Jedlova;527629
1929;SK041C527645;Nizna Pisana;Nizna Pisana;Nizna Pisana;527645
1930;SK041C527653;Nizny Komarnik;Nizny Komarnik;Nizny Komarnik;527653
1931;SK041C527661;Nizny Mirosov;Nizny Mirosov;Nizny Mirosov;527661
1932;SK041C527670;Nizny Orlik;Nizny Orlik;Nizny Orlik;527670
1933;SK041C527688;Nova Polianka;Nova Polianka;Nova Polianka;527688
1934;SK041C527696;Okruhle;Okruhle;Okruhle;527696
1935;SK041C527734;Prikra;Prikra;Prikra;527734
1936;SK041C527742;Pstrina;Pstrina;Pstrina;527742
1937;SK041C527751;Radoma;Radoma;Radoma;527751
1938;SK041C527769;Rakovcik;Rakovcik;Rakovcik;527769
1939;SK041C527777;Rovne;Rovne;Rovne;527777
1940;SK041C527785;Roztoky;Roztoky;Roztoky;527785
1941;SK041C527807;Sobos;Sobos;Sobos;527807
1942;SK041C527831;Strocin;Strocin;Strocin;527831
1943;SK041C527858;Svidnicka;Svidnicka;Svidnicka;527858
1944;SK041C527874;Sarbov;Sarbov;Sarbov;527874
1945;SK041C527882;Sarissky Stiavnik;Sarissky Stiavnik;Sarissky Stiavnik;527882
1946;SK041C527891;Semetkovce;Semetkovce;Semetkovce;527891
1947;SK041C527904;Stefurov;Stefurov;Stefurov;527904
1948;SK041C527947;Vagrinec;Vagrinec;Vagrinec;527947
1949;SK041C527955;Valkovce;Valkovce;Valkovce;527955
1950;SK041C527963;Vapenik;Vapenik;Vapenik;527963
1951;SK041C528030;Vysna Jedlova;Vysna Jedlova;Vysna Jedlova;528030
1952;SK041C528056;Vysna Pisana;Vysna Pisana;Vysna Pisana;528056
1953;SK041C528064;Vysny Komarnik;Vysny Komarnik;Vysny Komarnik;528064
1954;SK041C528072;Vysny Mirosov;Vysny Mirosov;Vysny Mirosov;528072
1955;SK041C528081;Vysny Orlik;Vysny Orlik;Vysny Orlik;528081
1956;SK041C580601;Dukovce;Dukovce;Dukovce;580601
1957;SK041D528731;Holcikovce;Holcikovce;Holcikovce;528731
1958;SK041D528749;Jasenovce;Jasenovce;Jasenovce;528749
1959;SK041D528757;Jastrabie nad Toplou;Jastrabie nad Toplou;Jastrabie nad Toplou;528757
1960;SK041D528765;Juskova Vola;Juskova Vola;Juskova Vola;528765
1961;SK041D528773;Kamenna Poruba;Kamenna Poruba;Kamenna Poruba;528773
1962;SK041D528781;Kladzany;Kladzany;Kladzany;528781
1963;SK041D528790;Komarany;Komarany;Komarany;528790
1964;SK041D528811;Kucin;Kucin;Kucin;528811
1965;SK041D528820;Kvakovce;Kvakovce;Kvakovce;528820
1966;SK041D528838;Majerovce;Majerovce;Majerovce;528838
1967;SK041D528846;Mala Domasa;Mala Domasa;Mala Domasa;528846
1968;SK041D528854;Matiaska;Matiaska;Matiaska;528854
1969;SK041D528862;Medzianky;Medzianky;Medzianky;528862
1970;SK041D528871;Mernik;Mernik;Mernik;528871
1971;SK041D528889;Michalok;Michalok;Michalok;528889
1972;SK041D528901;Nizny Hrabovec;Nizny Hrabovec;Nizny Hrabovec;528901
1973;SK041D528919;Nizny Hrusov;Nizny Hrusov;Nizny Hrusov;528919
1974;SK041D528927;Nizny Krucov;Nizny Krucov;Nizny Krucov;528927
1975;SK041D528935;Nova Kelca;Nova Kelca;Nova Kelca;528935
1976;SK041D528943;Ondavske Matiasovce;Ondavske Matiasovce;Ondavske Matiasovce;528943
1977;SK041D528960;Pavlovce;Pavlovce;Pavlovce;528960
1978;SK041D528978;Petkovce;Petkovce;Petkovce;528978
1979;SK041D528986;Petrovce;Petrovce;Petrovce;528986
1980;SK041D528994;Piskorovce;Piskorovce;Piskorovce;528994
1981;SK041D529001;Posa;Posa;Posa;529001
1982;SK041D529028;Prosacov;Prosacov;Prosacov;529028
1983;SK041D529036;Radvanovce;Radvanovce;Radvanovce;529036
1984;SK041D529044;Rafajovce;Rafajovce;Rafajovce;529044
1985;SK041D529052;Remeniny;Remeniny;Remeniny;529052
1986;SK041D529079;Rudlov;Rudlov;Rudlov;529079
1987;SK041D529109;Ruska Vola;Ruska Vola;Ruska Vola;529109
1988;SK041D529117;Vysny Kazimir;Vysny Kazimir;Vysny Kazimir;529117
1989;SK041D529125;Sacurov;Sacurov;Sacurov;529125
1990;SK041D529133;Secovska Polianka;Secovska Polianka;Secovska Polianka;529133
1991;SK041D529141;Sedliska;Sedliska;Sedliska;529141
1992;SK041D529150;Skrabske;Skrabske;Skrabske;529150
1993;SK041D529168;Slovenska Kajna;Slovenska Kajna;Slovenska Kajna;529168
1994;SK041D529176;Sol;Sol;Sol;529176
1995;SK041D529184;Stefanovce;Stefanovce;Stefanovce;529184
1996;SK041D529192;Tovarne;Tovarne;Tovarne;529192
1997;SK041D529206;Tovarnianska Polianka;Tovarnianska Polianka;Tovarnianska Polianka;529206
1998;SK041D529214;Vavrinec;Vavrinec;Vavrinec;529214
1999;SK041D529222;Vechec;Vechec;Vechec;529222
2000;SK041D529231;Vlaca;Vlaca;Vlaca;529231
2001;SK041D529257;Vysny Zipov;Vysny Zipov;Vysny Zipov;529257
2002;SK041D529265;Zamutov;Zamutov;Zamutov;529265
2003;SK041D529281;Zlatnik;Zlatnik;Zlatnik;529281
2004;SK041D529290;Zalobin;Zalobin;Zalobin;529290
2005;SK041D544051;Vranov nad Toplou;Vranov nad Toplou;Vranov nad Toplou;544051
2006;SK041D544060;Babie;Babie;Babie;544060
2007;SK041D544078;Banske;Banske;Banske;544078
2008;SK041D544086;Benkovce;Benkovce;Benkovce;544086
2009;SK041D544094;Bystre;Bystre;Bystre;544094
2010;SK041D544108;Cabov;Cabov;Cabov;544108
2011;SK041D544116;Caklov;Caklov;Caklov;544116
2012;SK041D544124;Cicava;Cicava;Cicava;544124
2013;SK041D544132;Cierne nad Toplou;Cierne nad Toplou;Cierne nad Toplou;544132
2014;SK041D544141;Dapalovce;Dapalovce;Dapalovce;544141
2015;SK041D544159;Davidov;Davidov;Davidov;544159
2016;SK041D544167;Detrik;Detrik;Detrik;544167
2017;SK041D544175;Dlhe Klcovo;Dlhe Klcovo;Dlhe Klcovo;544175
2018;SK041D544183;Durdos;Durdos;Durdos;544183
2019;SK041D544191;Giglovce;Giglovce;Giglovce;544191
2020;SK041D544205;Girovce;Girovce;Girovce;544205
2021;SK041D544213;Hanusovce nad Toplou;Hanusovce nad Toplou;Hanusovce nad Toplou;544213
2022;SK041D544221;Hermanovce nad Toplou;Hermanovce nad Toplou;Hermanovce nad Toplou;544221
2023;SK041D544230;Hlinne;Hlinne;Hlinne;544230
2024;SK041D581674;Hencovce;Hencovce;Hencovce;581674
2025;SK0411518964;Vaniskovce;Vaniskovce;Vaniskovce;518964
2026;SK0411519006;Bardejov;Bardejov;Bardejov;519006
2027;SK0411519014;Abrahamovce;Abrahamovce;Abrahamovce;519014
2028;SK0411519022;Andrejova;Andrejova;Andrejova;519022
2029;SK0411519049;Bartosovce;Bartosovce;Bartosovce;519049
2030;SK0411519057;Becherov;Becherov;Becherov;519057
2031;SK0411519065;Beloveza;Beloveza;Beloveza;519065
2032;SK0411519073;Bogliarka;Bogliarka;Bogliarka;519073
2033;SK0411519081;Brezov;Brezov;Brezov;519081
2034;SK0411519090;Brezovka;Brezovka;Brezovka;519090
2035;SK0411519103;Buclovany;Buclovany;Buclovany;519103
2036;SK0411519111;Cigelka;Cigelka;Cigelka;519111
2037;SK0411519138;Dubinne;Dubinne;Dubinne;519138
2038;SK0411519154;Fricka;Fricka;Fricka;519154
2039;SK0411519162;Frickovce;Frickovce;Frickovce;519162
2040;SK0411519171;Gaboltov;Gaboltov;Gaboltov;519171
2041;SK0411519189;Gerlachov;Gerlachov;Gerlachov;519189
2042;SK0411519201;Hankovce;Hankovce;Hankovce;519201
2043;SK0411519219;Harhaj;Harhaj;Harhaj;519219
2044;SK0411519227;Hazlin;Hazlin;Hazlin;519227
2045;SK0411519235;Hertnik;Hertnik;Hertnik;519235
2046;SK0411519243;Hervartov;Hervartov;Hervartov;519243
2047;SK0411519251;Hrabovec;Hrabovec;Hrabovec;519251
2048;SK0411519260;Hrabske;Hrabske;Hrabske;519260
2049;SK0411519278;Hutka;Hutka;Hutka;519278
2050;SK0411519286;Chmelova;Chmelova;Chmelova;519286
2051;SK0411519294;Janovce;Janovce;Janovce;519294
2052;SK0411519308;Jedlinka;Jedlinka;Jedlinka;519308
2053;SK0411519324;Klusov;Klusov;Klusov;519324
2054;SK0411519341;Kobyly;Kobyly;Kobyly;519341
2055;SK0411519359;Kochanovce;Kochanovce;Kochanovce;519359
2056;SK0411519367;Komarov;Komarov;Komarov;519367
2057;SK0411519375;Koprivnica;Koprivnica;Koprivnica;519375
2058;SK0411519383;Kozany;Kozany;Kozany;519383
2059;SK0411519405;Krive;Krive;Krive;519405
2060;SK0411519413;Krize;Krize;Krize;519413
2061;SK0411519421;Kruzlov;Kruzlov;Kruzlov;519421
2062;SK0411519430;Kucin;Kucin;Kucin;519430
2063;SK0411519456;Kurima;Kurima;Kurima;519456
2064;SK0411519464;Kurov;Kurov;Kurov;519464
2065;SK0411519472;Lascov;Lascov;Lascov;519472
2066;SK0411519481;Lenartov;Lenartov;Lenartov;519481
2067;SK0411519499;Lipova;Lipova;Lipova;519499
2068;SK0411519502;Livov;Livov;Livov;519502
2069;SK0411519511;Livovska Huta;Livovska Huta;Livovska Huta;519511
2070;SK0411519529;Lopuchov;Lopuchov;Lopuchov;519529
2071;SK0411519545;Lukavica;Lukavica;Lukavica;519545
2072;SK0411519553;Lukov;Lukov;Lukov;519553
2073;SK0411519570;Malcov;Malcov;Malcov;519570
2074;SK0411519588;Marhan;Marhan;Marhan;519588
2075;SK0411519600;Mikulasova;Mikulasova;Mikulasova;519600
2076;SK0411519618;Mokroluh;Mokroluh;Mokroluh;519618
2077;SK0411519626;Nemcovce;Nemcovce;Nemcovce;519626
2078;SK0411519634;Nizna Polianka;Nizna Polianka;Nizna Polianka;519634
2079;SK0411519642;Nizna Vola;Nizna Vola;Nizna Vola;519642
2080;SK0411519669;Nizny Tvarozec;Nizny Tvarozec;Nizny Tvarozec;519669
2081;SK0411519677;Olsavce;Olsavce;Olsavce;519677
2082;SK0411519685;Ondavka;Ondavka;Ondavka;519685
2083;SK0411519693;Ortutova;Ortutova;Ortutova;519693
2084;SK0411519707;Osikov;Osikov;Osikov;519707
2085;SK0411519715;Petrova;Petrova;Petrova;519715
2086;SK0411519723;Poliakovce;Poliakovce;Poliakovce;519723
2087;SK0411519731;Porubka;Porubka;Porubka;519731
2088;SK0411519740;Regetovka;Regetovka;Regetovka;519740
2089;SK0411519758;Resov;Resov;Resov;519758
2090;SK0411519766;Richvald;Richvald;Richvald;519766
2091;SK0411519774;Rokytov;Rokytov;Rokytov;519774
2092;SK0411519782;Smilno;Smilno;Smilno;519782
2093;SK0411519791;Snakov;Snakov;Snakov;519791
2094;SK0411519804;Stebnicka Huta;Stebnicka Huta;Stebnicka Huta;519804
2095;SK0411519812;Stebnik;Stebnik;Stebnik;519812
2096;SK0411519821;Stulany;Stulany;Stulany;519821
2097;SK0411519839;Sverzov;Sverzov;Sverzov;519839
2098;SK0411519847;Sarisske Cierne;Sarisske Cierne;Sarisske Cierne;519847
2099;SK0411519855;Sasova;Sasova;Sasova;519855
2100;SK0411519863;Siba;Siba;Siba;519863
2101;SK0411519871;Tarnov;Tarnov;Tarnov;519871
2102;SK0411519880;Trocany;Trocany;Trocany;519880
2103;SK0411519901;Varadka;Varadka;Varadka;519901
2104;SK0411519910;Vysna Polianka;Vysna Polianka;Vysna Polianka;519910
2105;SK0411519928;Vysna Vola;Vysna Vola;Vysna Vola;519928
2106;SK0411519936;Raslavice;Raslavice;Raslavice;519936
